,Unnamed: 0,ts,ID,DLC,bin
20311,6921,3.37386,17E,8,100011111111
26987,6922,3.374106,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13524,6923,3.37435,29A,8,110011110011
39724,6952,3.375446,653,5,1111011100010000000100000000000000000000
15495,6927,3.376704,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10682,6929,3.37715,189,8,0011001000000010110001010011110010010000110000100000000000000000
3883,6932,3.378796,217,8,1111111111111111000000110000000000000000000000000000000001100000
38248,6827,3.381218,3FA,3,001011100000000000000100
41071,6905,3.38239,657,3,000011010000100000000000
23977,6935,3.382782,17A,8,0011001000000110010100001010101000000000001100000011001000000000
30307,6937,3.383205,0C6,8,0111110101011111100000000000000010000000000000011011001001110000
5557,6938,3.383445,12E,8,1100101110000000000000000111111111110000111111111111111100000000
20312,6939,3.383693,17E,8,100011111111
26988,6940,3.383939,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18340,6941,3.384175,211,8,0100011000000000111111111111111100001010000000000000000011101010
2087,6942,3.384421,242,8,0000000000000000111111111110111111111110000000000000110100000000
42336,6931,3.384556,500,6,000000010001000010010001010011010010000001100000
9011,6944,3.384811,29C,8,0000000000000000000000000000000011111111111111110000000000000000
19706,6946,3.385228,5000000000.0,8,0000000000111000000000000000000000000000000110000000000000000000
34975,6868,3.386291,2B9,4,01101100110000000000000000000000
15496,6947,3.386561,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10683,6949,3.387009,189,8,0011001000000010110001010011110010010000110000100000000000000000
896,6954,3.389283,5DA,8,0011100101100111000000000000000010011001001001001011011100100000
33014,6955,3.389527,648,8,0000000000000000000000000111111011111100011111101111110000000110
23013,6957,3.389917,66A,8,0000000011111110000000000001001000010010110000000000000000000000
33449,1352,3.392174,3B7,7,01001100111111111111111111111111111111111111111111110000
30308,6960,3.393027,0C6,8,0111110101011111100000000000000010000000000000011011010001101110
5558,6961,3.393267,12E,8,1100101110000000000000000111111111110000111111111111111100000000
23978,6962,3.393503,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20313,6963,3.393751,17E,8,100011111111
36752,6974,3.39389,218,2,1000001100000000
26989,6964,3.393997,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13525,6965,3.394245,29A,8,110111110010
15497,6968,3.396634,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10684,6970,3.397082,189,8,0011001000000010110001010011110010010000110000100000000000000000
3884,6975,3.399505,217,8,1111111111111111000000110000000000000000000000000000000001100000
39725,6808,3.400449,653,5,1011101000000000000000010110100000000000
38249,6830,3.401226,3FA,3,010101100000000000000000
42337,6807,3.401229,500,6,110000110000001011100011101000010111000000100111
23979,6978,3.402803,17A,8,0011001000000110010100001010101000000000001100000011001000000000
34976,6849,3.402972,2B9,4,00101110101010111111010100000000
30309,6980,3.403228,0C6,8,0111110101011111100000000000000010000000000000011011011001101100
5559,6981,3.403468,12E,8,1100101110000000000000000111111111110000111111111111111100000000
20314,6982,3.403715,17E,8,100011111111
26990,6983,3.403962,20C,8,1111100011111111111100100001000011111111111100000000000000000000
18341,6984,3.404198,211,8,0100011000000000111111111111111100001010000000000000000011101011
2088,6985,3.404444,242,8,0000000000000000111111111110111111111110000000000000110100000000
9012,6987,3.404834,29C,8,0000000000000000000000000000000011111111111111110000000000000000
1250,6988,3.405085,354,8,0
15498,6989,3.407047,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10685,6991,3.407496,189,8,0011001000000010110001010011110010010000110000100000000000000000
41072,6912,3.407631,657,3,111000010011111001000100
33450,5440,3.412486,3B7,7,11011110011000100000101011100010000000000000000000000001
14893,6993,3.412576,350,8,1100011100100011010111010110001100010100110010001001010010000101
5560,6994,3.412813,12E,8,1100101010000000000000010111111111110000111111111111111100000000
30310,6996,3.413241,0C6,8,0111110101011111100000000000000010000000000000011011100001101010
23980,6997,3.413478,17A,8,0011001000000110010100001010101000000000001100000011001000000000
20315,6998,3.413726,17E,8,100011111111
36753,6906,3.414092,218,2,111011100000010
26991,7000,3.414134,20C,8,1111100011111111111100100001000011111111111100000000000000000000
13526,7001,3.41438,29A,8,111011110001
358,7004,3.414998,3F7,8,0000100000000000000001000000000000000000000000000000000000000000
15499,7005,3.417309,1F6,8,0000000000100000100000000010001100000000111111111111111111111110
10686,7007,3.417759,189,8,0011001000000010110001010011110010010000110000100000000000000000
42338,697,3.417901,500,6,111000110100010000000000000010011001010100000000
34977,7074,3.419653,2B9,4,01110111111111001010010000000000
3885,7009,3.419709,217,8,1111111111111111000000110000000000000000000000000000000001100000
38250,1405,3.421233,3FA,3,110000010000000000000000
29701,7015,3.422688,55D,8,0000011000011101111101000000111110010001100000000000000010000000
30311,7017,3.423114,0C6,8,0111110101011111100000000000000010000000000000011011101001101000
